BK195,细粒砂岩,,84.000,0.800,灰白色，细粒砂状结构，厚层状构造，成分以石英为主，长石次之，云 母及暗色矿物少量，分选差，胶结松软，易碎。,XC03,5下煤,5下煤,101.330,1.590,黑褐色，条痕呈褐色，弱沥青光泽，具有参差状断口，条带状 结构，层状构造，以暗煤为主，亮煤次之，含镜煤和丝炭，外生 裂隙发育,BK173,炭质泥岩,5煤,92.470,0.330,黑色，块状，含丝炭，含煤线，棱角状断口，半坚硬。,BK156,泥岩,,166.860,5.310,  黑色。泥质结构。巨厚层状。岩质较软，风化易开裂。,,,,,,,110,泥岩,,93.630,0.630,,,,,,
BK195,泥岩,,85.240,1.240,深灰色，泥质结构，块状构造，断口平坦状，含炭化植物碎屑及茎叶化 石，风化后呈碎块状。,XC03,砂质泥岩,5下煤,101.460,0.130,灰色、灰黑色，下部含炭质泥岩夹层，泥质结构，块状构造， 主要矿物成分为粘土矿物及长石、石英，岩石断口不平整，局部 含砂砾石，粒径0. 1-2cm；岩芯呈柱状、短柱状，节长10-26cm， 局部为扁柱状、块状，RQD=46%，岩体固结程度差，易风化，岩质 较软，裂隙不发育。,BK173,泥岩,5煤,92.780,0.310,深灰色，泥质结构，厚层状，致密，含炭屑，见擦痕，易碎，参差状断 口。,BK156,粉砂岩,,173.440,6.580,"  灰黑色、粉砂状结构,厚层状、岩质细腻，半坚硬。",,,,,,,110,砂质泥岩,,93.890,0.260,,,,,,
BK195,煤,5下煤,86.540,1.300,黑褐色，条带状结构，块状，暗煤为主，丝炭次之，夹亮煤条带，暗淡 光泽，断口平坦状，污手，，其中有炭质泥岩夹矸1层。,XC03,5下煤,5下煤,101.720,0.260,黑褐色，条痕呈褐色，弱沥青光泽，具有参差状断口，条带状 结构，层状构造，以暗煤为主，亮煤次之，含镜煤和丝炭，外生 裂隙发育,BK173,煤,5煤,93.490,0.710,黑色，块状，暗煤为主，夹亮煤条带，不易污手，条痕黑褐色，见植物 茎化石，该层煤，煤质于74.95米处标志层为界限，以上煤质较差，煤层风 氧化特征明显，泥质含量较高，标志层以下煤质较好，未见风氧化特征，,BK156,泥岩,,177.540,4.100,  黑色。泥质结构。巨厚层状。岩质较软，风化易开裂。,,,,,,,110,泥岩,,94.350,0.460,,,,,,
BK195,炭质泥岩,5下煤,86.780,0.240,黑色，泥质结构，块状，阶梯状断口，含丝炭，夹煤线，松软,XC03,细粒砂岩,,103.450,1.730,灰色，泥质胶结，细粒结构，块状构造，主要矿物成分为长石 、石英，断面不平整，局部含炭屑；岩芯呈柱状、短柱状，节长1 3-30cm，RQD=72%，岩石水浸易崩解，透水性较好。,BK173,泥岩,,96.000,2.510,深灰色，泥质结构，厚层状，致密，含炭屑，见擦痕，易碎，参差状断 口。,,,,,,,,,,,,,110,砂质泥岩,,94.450,0.100,,,,,,
BK195,煤,5下煤,87.150,0.370,黑褐色，条带状结构，块状，暗煤为主，丝炭次之，夹亮煤条带，暗淡 光泽，断口平坦状，污手，，其中有炭质泥岩夹矸1层。,XC03,泥岩,,104.450,1.000,灰色，泥质结构，块状构造，主要矿物成分为粘土矿物，岩石 断口不平整，局部含炭屑及砂砾石，粒径0. 1-1. 2cm；岩芯呈短柱 状，节长10-17cm，局部为扁柱状，RQD=87%，岩体固结程度差， 易风化，岩质较软，裂隙不发育。,BK173,中粒砂岩,,99.000,3.000,灰色，中粒砂状结构，成份以石英，长石为主，分选中等，泥质胶结， 见炭屑，夹泥岩薄层,,,,,,,,,,,,,110,泥岩,,96.000,1.550,,,,,,
BK195,泥岩,,88.000,0.850,黑灰色，泥质结构，块状构造，断口参差状，含炭屑及植物茎叶化石。,XC03,细粒砂岩,,105.250,0.800,灰色，细粒结构，块状构造，主要矿物成分为长石、石英，断 面不平整，局部含炭屑；岩芯呈柱状、短柱状，节长10-25cm，RQ D=87%，岩石水浸易崩解，透水性较好。,BK173,粉砂岩,,103.710,4.710,灰黑色，块状，厚层状，见炭屑，参差状断口。,,,,,,,,,,,,,110,粗粒砂岩,,103.860,7.860,,,,,,
BK195,粉砂岩,,92.010,4.010,灰白色，粉砂状结构，厚层状构造，泥质胶结，均匀层理，含炭化植物 碎屑及茎叶化石，局部泥质含量较高,XC03,泥岩,,114.940,9.690,灰色，含砂质泥岩、粉砂岩夹层，泥质结构，块状构造，主要 矿物成分为粘土矿物，岩石断口不平整，局部含炭屑及砂砾石， 粒径0. 1-1. 2cm；岩芯呈柱状、短柱状，节长10-35cm，局部为扁 柱状，RQD=71%，岩体固结程度差，易风化，岩质较软，裂隙不发 育。,BK173,煤,5下煤,105.490,1.780,黑色，块状，暗煤为主，夹亮煤条带，不易污手，节理不发育，含少许 丝炭，沥青光泽，条痕黑褐色，断口平坦状,,,,,,,,,,,,,110,泥岩,,106.350,2.490,,,,,,
BK195,泥岩,,111.220,19.210,深灰色，泥质结构，块状构造，断口平坦状，含炭屑及植物茎叶化石， 夹粉砂岩薄层。,XC03,泥质砂岩,,117.680,2.740,浅灰色，含细砂岩夹层细粒结构，块状构造，主要矿物成分为 长石、石英及粘土矿物，断面不平整，局部含炭屑、植物茎叶化 石；岩芯呈长柱状、短柱状，节长15-40cm，RQD=83%，裂隙不发 育，岩质较软，莫尔硬度小于5。,BK173,炭质泥岩,5下煤,105.630,0.140,黑色，块状，含丝炭，含煤线，棱角状断口，半坚硬。,,,,,,,,,,,,,110,5下煤,5下煤,108.350,2.000,,,,,,
BK195,煤,6煤,120.250,9.030,黑褐色，块状，暗煤为主，丝炭次之，夹亮煤条带，暗淡光泽，呈褐色 条痕，断口平坦状，风化易碎，污手，其中有泥岩夹矸2层，炭质泥岩夹矸 4层，,XC03,泥岩,,122.320,4.640,灰色，泥质结构，层状构造，主要矿物成分为粘土矿物，断面 不平整，局部含炭屑、炭线；岩芯呈柱状、短柱状，节长15-35cm ，RQD=81%，岩体固结程度差，易风化，岩质较软，裂隙不发育,BK173,煤,5下煤,105.790,0.160,黑色，块状，暗煤为主，夹亮煤条带，不易污手，节理不发育，含少许 丝炭，沥青光泽，条痕黑褐色，断口平坦状,,,,,,,,,,,,,110,泥岩,5下煤,108.510,0.160,,,,,,
BK195,炭质泥岩,6煤,120.570,0.320,黑色，泥质结构，块状，阶梯状断口，含丝炭，夹煤线，松软,XC03,细粒砂岩,,124.020,1.700,灰色，泥质胶结，细粒结构，块状构造，主要矿物成分为长石 、石英，断面不平整，局部含炭屑；岩芯呈柱状、短柱状，节长1 5-28cm，RQD=87%，岩石水浸易崩解，透水性较好。,BK173,泥岩,,117.000,11.210,灰黑色，泥质结构，厚层状，致密，含炭屑，见擦痕，易碎，参差状断 口。,,,,,,,,,,,,,110,5下煤,5下煤,108.710,0.200,,,,,,
BK195,煤,6煤,123.950,3.380,黑褐色，块状，暗煤为主，丝炭次之，夹亮煤条带，暗淡光泽，呈褐色 条痕，断口平坦状，风化易碎，污手，其中有泥岩夹矸2层，炭质泥岩夹矸 4层，,XC03,泥质砂岩,,128.610,4.590,灰色，细粒结构，块状构造，主要矿物成分为长石、石英及粘 土矿物，断面不平整，局部含炭屑；岩芯呈长柱状、短柱状，节 长15-31cm，RQD=85%，裂隙不发育，岩质半坚硬，莫尔硬度小于5,BK173,粉砂岩,,130.410,13.410,灰黑色，块状，粉砂状结构，见炭屑，易碎，与泥岩互层，夹细砂岩薄 层。,,,,,,,,,,,,,110,泥岩,,110.710,2.000,,,,,,
BK195,炭质泥岩,6煤,124.240,0.290,黑色，泥质结构，块状，阶梯状断口，含丝炭，夹煤线，松软,XC03,6煤,6煤,136.390,7.780,黑褐色，条痕呈褐色，弱沥青光泽，具有参差状断口，条带状 结构，层状构造，以暗煤为主，亮煤次之，含镜煤和丝炭，外生 裂隙发育。,BK173,煤,6煤,130.910,0.500,黑色，块状，暗煤为主，夹亮煤条带，不易污手，节理不发育，含少许 丝炭，沥青光泽，条痕黑褐色，断口平坦状。,,,,,,,,,,,,,110,细粒砂岩,,110.870,0.160,,,,,,
BK195,煤,6煤,130.430,6.190,黑褐色，块状，暗煤为主，丝炭次之，夹亮煤条带，暗淡光泽，呈褐色 条痕，断口平坦状，风化易碎，污手，其中有泥岩夹矸2层，炭质泥岩夹矸 4层，,XC03,砂质泥岩,6煤,136.520,0.130,灰色、灰黑色，下部含炭质泥岩夹层，泥质结构，块状构造， 主要矿物成分为粘土矿物及长石、石英，岩石断口不平整，局部 含砂砾石，粒径0. 1-2cm；岩芯呈柱状、短柱状，节长10-26cm， 局部为扁柱状、块状，RQD=46%，岩体固结程度差，易风化，岩质 较软，裂隙不发育。,BK173,泥岩,6煤,131.230,0.320,灰黑色，泥质结构，厚层状，致密，含炭屑，见擦痕，易碎，参差状断 口。,,,,,,,,,,,,,110,泥岩,,112.340,1.470,,,,,,
BK195,炭质泥岩,6煤,130.740,0.310,黑色，泥质结构，块状，阶梯状断口，含丝炭，夹煤线，松软,XC03,6煤,6煤,137.730,1.210,黑褐色，条痕呈褐色，弱沥青光泽，具有参差状断口，条带状 结构，层状构造，以暗煤为主，亮煤次之，含镜煤和丝炭，外生 裂隙发育。,BK173,炭质泥岩,6煤,131.610,0.380,黑色，块状，含丝炭，含煤线，棱角状断口，半坚硬。,,,,,,,,,,,,,110,细粒砂岩,,112.560,0.220,,,,,,
BK195,煤,6煤,131.200,0.460,黑褐色，块状，暗煤为主，丝炭次之，夹亮煤条带，暗淡光泽，呈褐色 条痕，断口平坦状，风化易碎，污手，其中有泥岩夹矸2层，炭质泥岩夹矸 4层，,XC03,砂质泥岩,6煤,137.970,0.240,灰色、灰黑色，下部含炭质泥岩夹层，泥质结构，块状构造， 主要矿物成分为粘土矿物及长石、石英，岩石断口不平整，局部 含砂砾石，粒径0. 1-2cm；岩芯呈柱状、短柱状，节长10-26cm， 局部为扁柱状、块状，RQD=46%，岩体固结程度差，易风化，岩质 较软，裂隙不发育。,BK173,煤,6煤,143.880,12.270,黑色，块状，暗煤为主，夹亮煤条带，不易污手，节理不发育，含少许 丝炭，沥青光泽，条痕黑褐色，断口平坦状。,,,,,,,,,,,,,110,泥岩,,119.220,6.660,,,,,,
BK195,泥岩,6煤,131.510,0.310,深灰色，泥质结构，块状构造，断口平坦状，含炭屑及植物茎叶化石， 夹粉砂岩薄层。,XC03,6煤,6煤,138.240,0.270,黑褐色，条痕呈褐色，弱沥青光泽，具有参差状断口，条带状 结构，层状构造，以暗煤为主，亮煤次之，含镜煤和丝炭，外生 裂隙发育。,BK173,泥岩,6煤,144.110,0.230,灰黑色，泥质结构，厚层状，致密，含炭屑，见擦痕，易碎，参差状断 口。,,,,,,,,,,,,,110,细粒砂岩,,120.670,1.450,,,,,,
BK195,煤,6煤,131.810,0.300,黑褐色，块状，暗煤为主，丝炭次之，夹亮煤条带，暗淡光泽，呈褐色 条痕，断口平坦状，风化易碎，污手，其中有泥岩夹矸2层，炭质泥岩夹矸 4层，,XC03,砂质泥岩,6煤,138.440,0.200,灰色、灰黑色，下部含炭质泥岩夹层，泥质结构，块状构造， 主要矿物成分为粘土矿物及长石、石英，岩石断口不平整，局部 含砂砾石，粒径0. 1-2cm；岩芯呈柱状、短柱状，节长10-26cm， 局部为扁柱状、块状，RQD=46%，岩体固结程度差，易风化，岩质 较软，裂隙不发育。,BK173,煤,6煤,145.190,1.080,黑色，块状，暗煤为主，夹亮煤条带，不易污手，节理不发育，含少许 丝炭，沥青光泽，条痕黑褐色，断口平坦状。,,,,,,,,,,,,,110,泥岩,,122.380,1.710,,,,,,
BK195,炭质泥岩,6煤,132.060,0.250,黑色，泥质结构，块状，阶梯状断口，含丝炭，夹煤线，松软,XC03,6煤,6煤,149.050,10.610,黑褐色，条痕呈褐色，弱沥青光泽，具有参差状断口，条带状 结构，层状构造，以暗煤为主，亮煤次之，含镜煤和丝炭，外生 裂隙发育。,BK173,粉砂岩,6煤,145.380,0.190,灰黑色，块状，粉砂状结构，见炭屑，易碎，与泥岩互层，夹细砂岩薄 层。,,,,,,,,,,,,,110,细粒砂岩,,125.900,3.520,,,,,,
BK195,煤,6煤,133.010,0.950,黑褐色，块状，暗煤为主，丝炭次之，夹亮煤条带，暗淡光泽，呈褐色 条痕，断口平坦状，风化易碎，污手，其中有泥岩夹矸2层，炭质泥岩夹矸 4层，,XC03,泥岩,,153.270,4.220,灰色，泥质结构，层状构造，主要矿物成分为粘土矿物，断面 不平整，局部含炭屑、炭线；岩芯呈柱状、短柱状，节长10-22cm ，局部为扁柱状、块状，RQD=70%，岩体固结程度差，易风化，岩 质较软，裂隙不发育。,BK173,煤,6煤,147.260,1.880,黑色，块状，暗煤为主，夹亮煤条带，不易污手，节理不发育，含少许 丝炭，沥青光泽，条痕黑褐色，断口平坦状。,,,,,,,,,,,,,110,粉砂岩,,126.550,0.650,,,,,,
BK195,泥岩,6煤,133.290,0.280,深灰色，泥质结构，块状构造，断口平坦状，含炭屑及植物茎叶化石， 夹粉砂岩薄层。,XC03,6下煤,6下煤,154.540,1.270,黑褐色，条痕呈褐色，弱沥青光泽，具有参差状断口，条带状 结构，层状构造，以暗煤为主，亮煤次之，含镜煤和丝炭，外生 裂隙发育。煤结构：1. 27/1. 27；判层结构：1. 30/1. 30。,BK173,炭质泥岩,6煤,147.400,0.140,黑色，块状，含丝炭，含煤线，棱角状断口，半坚硬。,,,,,,,,,,,,,110,细粒砂岩,,128.510,1.960,,,,,,
BK195,煤,6煤,133.860,0.570,黑褐色，块状，暗煤为主，丝炭次之，夹亮煤条带，暗淡光泽，呈褐色 条痕，断口平坦状，风化易碎，污手，其中有泥岩夹矸2层，炭质泥岩夹矸 4层，,XC03,泥岩,,155.460,0.920,灰色，泥质结构，块状构造，主要矿物成分为粘土矿物，岩石 断口不平整；岩芯呈柱状、短柱状，节长15-34cm，局部为扁柱状 ，RQD=63%，岩体固结程度差，易风化，岩质较软，裂隙不发育。,BK173,煤,6煤,149.950,2.550,黑色，块状，暗煤为主，夹亮煤条带，不易污手，节理不发育，含少许 丝炭，沥青光泽，条痕黑褐色，断口平坦状。,,,,,,,,,,,,,110,粉砂岩,,129.620,1.110,,,,,,
BK195,泥岩,,144.000,10.140,深灰色，泥质结构，块状构造，断口平坦状，含少量炭屑，夹粉砂岩薄 层，风化易碎。,XC03,煤,,155.900,0.440,黑褐色，条痕呈褐色，弱沥青光泽，具有参差状断口，条带状 结构，层状构造，以暗煤为主，亮煤次之，含镜煤和丝炭，外生 裂隙发育。,BK173,炭质泥岩,6煤,150.140,0.190,黑色，块状，含丝炭，含煤线，棱角状断口，半坚硬。,,,,,,,,,,,,,110,细粒砂岩,,134.350,4.730,,,,,,
BK195,中粒砂岩,,145.200,1.200,灰白色，中粒砂状结构，厚层状构造，成分以石英为主，长石次之，云 母及暗色矿物少量，分选好，泥质胶结，松软，胶结差。,XC03,砂质泥岩,,156.460,0.560,灰色、灰黑色，下部含炭质泥岩夹层，泥质结构，块状构造， 主要矿物成分为粘土矿物及长石、石英，岩石断口不平整，局部 含砂砾石，粒径0. 1-2cm；岩芯呈柱状、短柱状，节长10-26cm， 局部为扁柱状、块状，RQD=46%，岩体固结程度差，易风化，岩质 较软，裂隙不发育。,BK173,煤,6煤,152.270,2.130,黑色，块状，暗煤为主，夹亮煤条带，不易污手，节理不发育，含少许 丝炭，沥青光泽，条痕黑褐色，断口平坦状。,,,,,,,,,,,,,110,粉砂岩,,135.020,0.670,,,,,,
BK195,细粒砂岩,,145.900,0.700,灰白色，细粒砂状结构，厚层状构造，成分以石英为主，长石次之，云 母及暗色矿物少量，分选差，钙质胶结，致密，坚硬。,XC03,煤,,156.780,0.320,黑褐色，条痕呈褐色，弱沥青光泽，具有参差状断口，条带状 结构，层状构造，以暗煤为主，亮煤次之，含镜煤和丝炭，外生 裂隙发育。,BK173,粉砂岩,,158.400,6.130,灰色，块状，粉砂状结构，夹中粒砂岩薄层，参差状断口，。,,,,,,,,,,,,,110,砂质泥岩,,135.320,0.300,,,,,,
BK195,砂质泥岩,,173.500,27.600,灰色，泥质结构，块状构造，砂多以粉砂为主，分布不均一，断口平坦 状，含炭屑及茎叶化石，夹细砂岩薄层。,XC03,细粒砂岩,,157.700,0.920,灰色，泥质胶结，细粒结构，块状构造，主要矿物成分为长石 、石英，断面不平整，局部含炭屑、植物茎叶化石；岩芯呈柱状 、短柱状，节长15-31cm，RQD=68%，岩石固结程度低，水浸易崩 解，透水性较好。,BK173,泥岩,,162.000,3.600,深灰色，泥质结构，厚层状，致密，见擦痕，易碎，参差状断口。,,,,,,,,,,,,,110,粉砂岩,,137.900,2.580,,,,,,
,,,,,,XC03,泥岩,,162.300,4.600,灰色，含细砂岩夹层，泥质结构，块状构造，主要矿物成分为 粘土矿物，岩石断口不平整，局部含炭屑、植物茎叶化石；岩芯 呈柱状、短柱状，节长10-23cm，局部为扁柱状，RQD=64%，岩体 固结程度差，易风化，岩质较软，裂隙不发育，局部细砂岩夹层 水浸易崩解，透水性较好。,BK173,粉砂岩,,166.880,4.880,灰白色，块状，厚层状，易碎，与泥岩互层，参差状断口，松软,,,,,,,,,,,,,110,煤,,138.260,0.360,,,,,,
,,,,,,XC03,细粒砂岩,,163.910,1.610,灰色，泥质胶结，细粒结构，块状构造，主要矿物成分为长石 、石英，断面不平整，局部含炭屑、植物茎叶化石；岩芯呈柱状 、短柱状，节长15-31cm，RQD=68%，岩石固结程度低，水浸易崩 解，透水性较好,,,,,,,,,,,,,,,,,,,110,泥岩,,139.000,0.740,,,,,,
,,,,,,XC03,泥岩,,167.000,3.090,灰色，泥质结构，层状构造，主要矿物成分为粘土矿物，断面 不平整，局部含炭屑；岩芯多呈柱状、短柱状，节长10-30cm，局 部扁柱状，RQD=68%，岩体固结程度差，易风化，岩质较软，裂隙 不发育,,,,,,,,,,,,,,,,,,,110,6上煤,6上煤,139.360,0.360,,,,,,
,,,,,,XC03,细粒砂岩,,172.960,5.960,灰色，泥质结构，层状构造，主要矿物成分为粘土矿物，断面 不平整，局部含炭屑；岩芯多呈柱状、短柱状，节长10-30cm，局 部扁柱状，RQD=68%，岩体固结程度差，易风化，岩质较软，裂隙 不发育,,,,,,,,,,,,,,,,,,,110,泥岩,6上煤,139.640,0.280,,,,,,
,,,,,,XC03,粉砂岩,,173.800,0.840,灰色，泥质胶结，局部硅质胶结，细粒结构，块状构造，主要 矿物成分为长石、石英及粘土矿物，断面不平整；岩芯多呈柱状 、短柱状，节长20-28cm，RQD=70%，岩石质地较硬，透水性差。,,,,,,,,,,,,,,,,,,,110,6上煤,6上煤,140.040,0.400,,,,,,
,,,,,,XC03,泥岩,,176.300,2.500,灰色，泥质结构，层状构造，主要矿物成分为粘土矿物，断面 不平整；岩芯呈柱状、短柱状，节长10-27cm，局部为扁柱状、块 状，RQD=70%，岩体固结程度差，易风化，岩质较软，裂隙不发育,,,,,,,,,,,,,,,,,,,110,泥岩,,141.650,1.610,,,,,,
,,,,,,XC03,粉砂岩,,177.320,1.020,灰色，泥质胶结，局部硅质胶结，细粒结构，块状构造，主要 矿物成分为长石、石英及粘土矿物，断面不平整；岩芯多呈短柱 状，节长10-20cm，RQD=75%，岩石质地较硬，透水性差,,,,,,,,,,,,,,,,,,,110,细粒砂岩,,145.530,3.880,,,,,,
,,,,,,XC03,泥岩,,180.900,3.580,灰色、深灰色，泥质结构，层状构造，主要矿物成分为粘土矿 物，断面不平整，局部含炭屑、炭线；岩芯呈柱状、短柱状，节 长10-21cm，局部为扁柱状，RQD=76%，岩体固结程度差，易风化 ，岩质较软，裂隙不发育,,,,,,,,,,,,,,,,,,,110,6煤,6煤,157.750,12.220,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,泥岩,6煤,158.030,0.280,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,6煤,6煤,159.500,1.470,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,泥岩,6煤,160.040,0.540,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,6煤,6煤,160.270,0.230,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,炭质泥岩,6煤,161.820,1.550,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,6煤,6煤,165.780,3.960,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,泥岩,,167.660,1.880,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,煤,,167.900,0.240,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,泥岩,,168.470,0.570,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,6下煤,6下煤,168.620,0.150,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,中粒砂岩,,221.270,52.650,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,7煤,7煤,221.650,0.380,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,泥岩,7煤,221.800,0.150,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,7煤,7煤,222.780,0.980,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,泥岩,7煤,223.130,0.350,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,7煤,7煤,224.300,1.170,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,泥岩,7煤,224.470,0.170,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,7煤,7煤,226.770,2.300,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,泥岩,,239.220,12.450,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,8煤,8煤,239.440,0.220,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,泥岩,,242.110,2.670,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,9煤,9煤,242.250,0.140,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,泥岩,9煤,243.020,0.770,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,9煤,9煤,243.720,0.700,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,泥岩,,390.520,146.800,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,11煤,11煤,392.090,1.570,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,泥岩,11煤,392.210,0.120,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,11煤,11煤,392.480,0.270,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,泥岩,11煤,392.650,0.170,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,11煤,11煤,392.750,0.100,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,粉砂岩,,551.390,158.640,,,,,,
